Timestamp,Day,Total,Westbound,Eastbound
2016-01-01 14:00:00,Friday,19,4,15
2016-01-01 15:00:00,Friday,15,8,7
2016-01-01 16:00:00,Friday,16,10,6
2016-01-01 17:00:00,Friday,8,7,1
2016-01-01 18:00:00,Friday,13,8,5
2016-01-01 19:00:00,Friday,5,4,1
2016-01-01 20:00:00,Friday,1,1,0
2016-01-01 21:00:00,Friday,1,1,0
2016-01-01 22:00:00,Friday,10,7,3
2016-01-01 23:00:00,Friday,6,4,2
2016-01-02 00:00:00,Saturday,2,1,1
2016-01-02 01:00:00,Saturday,2,2,0
2016-01-02 02:00:00,Saturday,0,0,0
2016-01-02 03:00:00,Saturday,0,0,0
2016-01-02 04:00:00,Saturday,1,0,1
2016-01-02 05:00:00,Saturday,0,0,0
2016-01-02 06:00:00,Saturday,0,0,0
2016-01-02 07:00:00,Saturday,3,1,2
2016-01-02 08:00:00,Saturday,6,3,3
2016-01-02 09:00:00,Saturday,6,1,5
2016-01-02 10:00:00,Saturday,16,4,12
2016-01-02 11:00:00,Saturday,10,6,4
2016-01-02 12:00:00,Saturday,24,9,15
2016-01-02 13:00:00,Saturday,22,4,18
2016-01-02 14:00:00,Saturday,16,10,6
2016-01-02 15:00:00,Saturday,14,10,4
2016-01-02 16:00:00,Saturday,17,7,10
2016-01-02 17:00:00,Saturday,16,11,5
2016-01-02 18:00:00,Saturday,10,5,5
2016-01-02 19:00:00,Saturday,9,7,2
2016-01-02 20:00:00,Saturday,4,2,2
2016-01-02 21:00:00,Saturday,6,5,1
2016-01-02 22:00:00,Saturday,0,0,0
2016-01-02 23:00:00,Saturday,8,7,1
2016-01-03 00:00:00,Sunday,4,2,2
2016-01-03 01:00:00,Sunday,2,2,0
2016-01-03 02:00:00,Sunday,2,1,1
2016-01-03 03:00:00,Sunday,0,0,0
2016-01-03 04:00:00,Sunday,0,0,0
2016-01-03 05:00:00,Sunday,1,0,1
2016-01-03 06:00:00,Sunday,4,0,4
2016-01-03 07:00:00,Sunday,2,1,1
2016-01-03 08:00:00,Sunday,7,4,3
2016-01-03 09:00:00,Sunday,7,1,6
2016-01-03 10:00:00,Sunday,10,6,4
2016-01-03 11:00:00,Sunday,11,3,8
2016-01-03 12:00:00,Sunday,21,12,9
2016-01-03 13:00:00,Sunday,21,11,10
2016-01-03 14:00:00,Sunday,12,7,5
2016-01-03 15:00:00,Sunday,10,2,8
2016-01-03 16:00:00,Sunday,6,2,4
2016-01-03 17:00:00,Sunday,12,8,4
2016-01-03 18:00:00,Sunday,12,8,4
2016-01-03 19:00:00,Sunday,6,4,2
2016-01-03 20:00:00,Sunday,3,1,2
2016-01-03 21:00:00,Sunday,7,6,1
2016-01-03 22:00:00,Sunday,4,3,1
2016-01-03 23:00:00,Sunday,2,2,0
2016-01-04 00:00:00,Monday,2,2,0
2016-01-04 01:00:00,Monday,0,0,0
2016-01-04 02:00:00,Monday,1,0,1
2016-01-04 03:00:00,Monday,0,0,0
2016-01-04 04:00:00,Monday,1,1,0
2016-01-04 05:00:00,Monday,4,0,4
2016-01-04 06:00:00,Monday,23,3,20
2016-01-04 07:00:00,Monday,52,7,45
2016-01-04 08:00:00,Monday,153,15,138
2016-01-04 09:00:00,Monday,79,9,70
2016-01-04 10:00:00,Monday,52,14,38
2016-01-04 11:00:00,Monday,24,7,17
2016-01-04 12:00:00,Monday,25,9,16
2016-01-04 13:00:00,Monday,16,7,9
2016-01-04 14:00:00,Monday,16,11,5
2016-01-04 15:00:00,Monday,23,17,6
2016-01-04 16:00:00,Monday,36,28,8
2016-01-04 17:00:00,Monday,134,117,17
2016-01-04 18:00:00,Monday,114,98,16
2016-01-04 19:00:00,Monday,46,43,3
2016-01-04 20:00:00,Monday,17,14,3
2016-01-04 21:00:00,Monday,11,8,3
2016-01-04 22:00:00,Monday,5,5,0
2016-01-04 23:00:00,Monday,4,4,0
2016-01-05 00:00:00,Tuesday,3,3,0
2016-01-05 01:00:00,Tuesday,0,0,0
2016-01-05 02:00:00,Tuesday,1,0,1
2016-01-05 03:00:00,Tuesday,1,1,0
2016-01-05 04:00:00,Tuesday,1,0,1
2016-01-05 05:00:00,Tuesday,5,0,5
2016-01-05 06:00:00,Tuesday,14,2,12
2016-01-05 07:00:00,Tuesday,37,3,34
2016-01-05 08:00:00,Tuesday,107,12,95
2016-01-05 09:00:00,Tuesday,77,5,72
2016-01-05 10:00:00,Tuesday,33,7,26
2016-01-05 11:00:00,Tuesday,15,5,10
2016-01-05 12:00:00,Tuesday,20,5,15
2016-01-05 13:00:00,Tuesday,19,12,7
2016-01-05 14:00:00,Tuesday,16,8,8
2016-01-05 15:00:00,Tuesday,17,12,5
2016-01-05 16:00:00,Tuesday,23,13,10
2016-01-05 17:00:00,Tuesday,87,70,17
2016-01-05 18:00:00,Tuesday,95,78,17
2016-01-05 19:00:00,Tuesday,48,40,8
2016-01-05 20:00:00,Tuesday,17,16,1
2016-01-05 21:00:00,Tuesday,10,10,0
2016-01-05 22:00:00,Tuesday,15,11,4
2016-01-05 23:00:00,Tuesday,7,6,1
2016-01-06 00:00:00,Wednesday,1,1,0
2016-01-06 01:00:00,Wednesday,0,0,0
2016-01-06 02:00:00,Wednesday,1,0,1
2016-01-06 03:00:00,Wednesday,0,0,0
2016-01-06 04:00:00,Wednesday,1,1,0
2016-01-06 05:00:00,Wednesday,5,0,5
2016-01-06 06:00:00,Wednesday,18,2,16
2016-01-06 07:00:00,Wednesday,61,7,54
2016-01-06 08:00:00,Wednesday,168,20,148
2016-01-06 09:00:00,Wednesday,90,9,81
2016-01-06 10:00:00,Wednesday,43,7,36
2016-01-06 11:00:00,Wednesday,19,6,13
2016-01-06 12:00:00,Wednesday,24,6,18
2016-01-06 13:00:00,Wednesday,22,5,17
2016-01-06 14:00:00,Wednesday,15,3,12
2016-01-06 15:00:00,Wednesday,37,21,16
2016-01-06 16:00:00,Wednesday,61,46,15
2016-01-06 17:00:00,Wednesday,108,97,11
2016-01-06 18:00:00,Wednesday,102,90,12
2016-01-06 19:00:00,Wednesday,69,53,16
2016-01-06 20:00:00,Wednesday,30,25,5
2016-01-06 21:00:00,Wednesday,18,16,2
2016-01-06 22:00:00,Wednesday,11,8,3
2016-01-06 23:00:00,Wednesday,7,7,0
2016-01-07 00:00:00,Thursday,2,1,1
2016-01-07 01:00:00,Thursday,5,5,0
2016-01-07 02:00:00,Thursday,4,3,1
2016-01-07 03:00:00,Thursday,0,0,0
2016-01-07 04:00:00,Thursday,0,0,0
2016-01-07 05:00:00,Thursday,5,0,5
2016-01-07 06:00:00,Thursday,26,4,22
2016-01-07 07:00:00,Thursday,64,9,55
2016-01-07 08:00:00,Thursday,164,21,143
2016-01-07 09:00:00,Thursday,117,18,99
2016-01-07 10:00:00,Thursday,55,10,45
2016-01-07 11:00:00,Thursday,28,7,21
2016-01-07 12:00:00,Thursday,35,22,13
2016-01-07 13:00:00,Thursday,35,13,22
2016-01-07 14:00:00,Thursday,40,22,18
2016-01-07 15:00:00,Thursday,42,22,20
2016-01-07 16:00:00,Thursday,53,35,18
2016-01-07 17:00:00,Thursday,119,108,11
2016-01-07 18:00:00,Thursday,121,99,22
2016-01-07 19:00:00,Thursday,61,51,10
2016-01-07 20:00:00,Thursday,33,29,4
2016-01-07 21:00:00,Thursday,19,18,1
2016-01-07 22:00:00,Thursday,16,13,3
2016-01-07 23:00:00,Thursday,9,9,0
2016-01-08 00:00:00,Friday,4,4,0
2016-01-08 01:00:00,Friday,4,3,1
2016-01-08 02:00:00,Friday,1,0,1
2016-01-08 03:00:00,Friday,0,0,0
2016-01-08 04:00:00,Friday,0,0,0
2016-01-08 05:00:00,Friday,6,0,6
2016-01-08 06:00:00,Friday,21,1,20
2016-01-08 07:00:00,Friday,63,11,52
2016-01-08 08:00:00,Friday,153,15,138
2016-01-08 09:00:00,Friday,91,16,75
2016-01-08 10:00:00,Friday,49,10,39
2016-01-08 11:00:00,Friday,34,10,24
2016-01-08 12:00:00,Friday,31,14,17
2016-01-08 13:00:00,Friday,21,11,10
2016-01-08 14:00:00,Friday,36,24,12
2016-01-08 15:00:00,Friday,34,22,12
2016-01-08 16:00:00,Friday,61,41,20
2016-01-08 17:00:00,Friday,111,98,13
2016-01-08 18:00:00,Friday,90,70,20
2016-01-08 19:00:00,Friday,45,31,14
2016-01-08 20:00:00,Friday,20,20,0
2016-01-08 21:00:00,Friday,14,13,1
2016-01-08 22:00:00,Friday,9,7,2
2016-01-08 23:00:00,Friday,3,3,0
2016-01-09 00:00:00,Saturday,7,5,2
2016-01-09 01:00:00,Saturday,3,3,0
2016-01-09 02:00:00,Saturday,1,1,0
2016-01-09 03:00:00,Saturday,3,3,0
2016-01-09 04:00:00,Saturday,1,1,0
2016-01-09 05:00:00,Saturday,2,0,2
2016-01-09 06:00:00,Saturday,4,0,4
2016-01-09 07:00:00,Saturday,4,0,4
2016-01-09 08:00:00,Saturday,10,7,3
2016-01-09 09:00:00,Saturday,15,3,12
2016-01-09 10:00:00,Saturday,20,7,13
2016-01-09 11:00:00,Saturday,15,7,8
2016-01-09 12:00:00,Saturday,13,4,9
2016-01-09 13:00:00,Saturday,11,5,6
2016-01-09 14:00:00,Saturday,22,8,14
2016-01-09 15:00:00,Saturday,17,9,8
2016-01-09 16:00:00,Saturday,20,15,5
2016-01-09 17:00:00,Saturday,13,11,2
2016-01-09 18:00:00,Saturday,15,13,2
2016-01-09 19:00:00,Saturday,20,8,12
2016-01-09 20:00:00,Saturday,12,8,4
2016-01-09 21:00:00,Saturday,9,8,1
2016-01-09 22:00:00,Saturday,7,7,0
2016-01-09 23:00:00,Saturday,13,12,1
2016-01-10 00:00:00,Sunday,12,12,0
2016-01-10 01:00:00,Sunday,4,4,0
2016-01-10 02:00:00,Sunday,1,0,1
2016-01-10 03:00:00,Sunday,0,0,0
2016-01-10 04:00:00,Sunday,1,1,0
2016-01-10 05:00:00,Sunday,3,1,2
2016-01-10 06:00:00,Sunday,6,3,3
2016-01-10 07:00:00,Sunday,0,0,0
2016-01-10 08:00:00,Sunday,2,1,1
2016-01-10 09:00:00,Sunday,1,0,1
2016-01-10 10:00:00,Sunday,4,2,2
2016-01-10 11:00:00,Sunday,6,4,2
2016-01-10 12:00:00,Sunday,1,1,0
2016-01-10 13:00:00,Sunday,8,5,3
2016-01-10 14:00:00,Sunday,1,1,0
2016-01-10 15:00:00,Sunday,3,1,2
2016-01-10 16:00:00,Sunday,2,1,1
2016-01-10 17:00:00,Sunday,7,3,4
2016-01-10 18:00:00,Sunday,4,2,2
2016-01-10 19:00:00,Sunday,5,5,0
2016-01-10 20:00:00,Sunday,4,3,1
2016-01-10 21:00:00,Sunday,4,3,1
2016-01-10 22:00:00,Sunday,2,2,0
2016-01-10 23:00:00,Sunday,1,0,1
2016-01-11 00:00:00,Monday,1,1,0
2016-01-11 01:00:00,Monday,1,1,0
2016-01-11 02:00:00,Monday,0,0,0
2016-01-11 03:00:00,Monday,0,0,0
2016-01-11 04:00:00,Monday,2,1,1
2016-01-11 05:00:00,Monday,4,1,3
2016-01-11 06:00:00,Monday,19,3,16
2016-01-11 07:00:00,Monday,59,4,55
2016-01-11 08:00:00,Monday,147,17,130
2016-01-11 09:00:00,Monday,113,17,96
2016-01-11 10:00:00,Monday,43,12,31
2016-01-11 11:00:00,Monday,26,8,18
2016-01-11 12:00:00,Monday,30,9,21
2016-01-11 13:00:00,Monday,19,13,6
2016-01-11 14:00:00,Monday,22,13,9
2016-01-11 15:00:00,Monday,16,11,5
2016-01-11 16:00:00,Monday,44,32,12
2016-01-11 17:00:00,Monday,121,98,23
2016-01-11 18:00:00,Monday,116,103,13
2016-01-11 19:00:00,Monday,63,55,8
2016-01-11 20:00:00,Monday,34,31,3
2016-01-11 21:00:00,Monday,19,17,2
2016-01-11 22:00:00,Monday,13,10,3
2016-01-11 23:00:00,Monday,2,1,1
2016-01-12 00:00:00,Tuesday,1,1,0
2016-01-12 01:00:00,Tuesday,0,0,0
2016-01-12 02:00:00,Tuesday,4,2,2
2016-01-12 03:00:00,Tuesday,0,0,0
2016-01-12 04:00:00,Tuesday,1,0,1
2016-01-12 05:00:00,Tuesday,3,0,3
2016-01-12 06:00:00,Tuesday,17,1,16
2016-01-12 07:00:00,Tuesday,48,6,42
2016-01-12 08:00:00,Tuesday,138,15,123
2016-01-12 09:00:00,Tuesday,111,19,92
2016-01-12 10:00:00,Tuesday,36,8,28
2016-01-12 11:00:00,Tuesday,29,9,20
2016-01-12 12:00:00,Tuesday,30,14,16
2016-01-12 13:00:00,Tuesday,23,10,13
2016-01-12 14:00:00,Tuesday,17,13,4
2016-01-12 15:00:00,Tuesday,19,12,7
2016-01-12 16:00:00,Tuesday,56,44,12
2016-01-12 17:00:00,Tuesday,114,92,22
2016-01-12 18:00:00,Tuesday,101,81,20
2016-01-12 19:00:00,Tuesday,45,40,5
2016-01-12 20:00:00,Tuesday,13,12,1
2016-01-12 21:00:00,Tuesday,9,9,0
2016-01-12 22:00:00,Tuesday,7,6,1
2016-01-12 23:00:00,Tuesday,7,6,1
2016-01-13 00:00:00,Wednesday,1,1,0
2016-01-13 01:00:00,Wednesday,0,0,0
2016-01-13 02:00:00,Wednesday,2,2,0
2016-01-13 03:00:00,Wednesday,0,0,0
2016-01-13 04:00:00,Wednesday,1,0,1
2016-01-13 05:00:00,Wednesday,0,0,0
2016-01-13 06:00:00,Wednesday,10,1,9
2016-01-13 07:00:00,Wednesday,31,3,28
2016-01-13 08:00:00,Wednesday,104,12,92
2016-01-13 09:00:00,Wednesday,77,13,64
2016-01-13 10:00:00,Wednesday,42,5,37
2016-01-13 11:00:00,Wednesday,14,2,12
2016-01-13 12:00:00,Wednesday,19,5,14
2016-01-13 13:00:00,Wednesday,14,7,7
2016-01-13 14:00:00,Wednesday,10,5,5
2016-01-13 15:00:00,Wednesday,13,2,11
2016-01-13 16:00:00,Wednesday,37,30,7
2016-01-13 17:00:00,Wednesday,79,71,8
2016-01-13 18:00:00,Wednesday,77,65,12
2016-01-13 19:00:00,Wednesday,46,36,10
2016-01-13 20:00:00,Wednesday,27,24,3
2016-01-13 21:00:00,Wednesday,16,13,3
2016-01-13 22:00:00,Wednesday,7,5,2
2016-01-13 23:00:00,Wednesday,4,3,1
2016-01-14 00:00:00,Thursday,1,1,0
2016-01-14 01:00:00,Thursday,1,0,1
2016-01-14 02:00:00,Thursday,3,2,1
2016-01-14 03:00:00,Thursday,0,0,0
2016-01-14 04:00:00,Thursday,1,0,1
2016-01-14 05:00:00,Thursday,2,0,2
2016-01-14 06:00:00,Thursday,19,2,17
2016-01-14 07:00:00,Thursday,39,6,33
2016-01-14 08:00:00,Thursday,109,16,93
2016-01-14 09:00:00,Thursday,87,12,75
2016-01-14 10:00:00,Thursday,47,8,39
2016-01-14 11:00:00,Thursday,14,3,11
2016-01-14 12:00:00,Thursday,27,12,15
2016-01-14 13:00:00,Thursday,19,6,13
2016-01-14 14:00:00,Thursday,23,13,10
2016-01-14 15:00:00,Thursday,26,17,9
2016-01-14 16:00:00,Thursday,42,30,12
2016-01-14 17:00:00,Thursday,82,65,17
2016-01-14 18:00:00,Thursday,80,70,10
2016-01-14 19:00:00,Thursday,48,47,1
2016-01-14 20:00:00,Thursday,34,28,6
2016-01-14 21:00:00,Thursday,13,8,5
2016-01-14 22:00:00,Thursday,14,13,1
2016-01-14 23:00:00,Thursday,4,4,0
2016-01-15 00:00:00,Friday,6,6,0
2016-01-15 01:00:00,Friday,4,4,0
2016-01-15 02:00:00,Friday,2,1,1
2016-01-15 03:00:00,Friday,1,1,0
2016-01-15 04:00:00,Friday,0,0,0
2016-01-15 05:00:00,Friday,4,1,3
2016-01-15 06:00:00,Friday,19,5,14
2016-01-15 07:00:00,Friday,36,5,31
2016-01-15 08:00:00,Friday,123,12,111
2016-01-15 09:00:00,Friday,107,12,95
2016-01-15 10:00:00,Friday,41,11,30
2016-01-15 11:00:00,Friday,21,7,14
2016-01-15 12:00:00,Friday,25,9,16
2016-01-15 13:00:00,Friday,24,13,11
2016-01-15 14:00:00,Friday,18,10,8
2016-01-15 15:00:00,Friday,31,22,9
2016-01-15 16:00:00,Friday,55,39,16
2016-01-15 17:00:00,Friday,109,87,22
2016-01-15 18:00:00,Friday,88,69,19
2016-01-15 19:00:00,Friday,36,34,2
2016-01-15 20:00:00,Friday,18,14,4
2016-01-15 21:00:00,Friday,8,7,1
2016-01-15 22:00:00,Friday,10,9,1
2016-01-15 23:00:00,Friday,6,5,1
2016-01-16 00:00:00,Saturday,7,5,2
2016-01-16 01:00:00,Saturday,0,0,0
2016-01-16 02:00:00,Saturday,1,1,0
2016-01-16 03:00:00,Saturday,1,1,0
2016-01-16 04:00:00,Saturday,0,0,0
2016-01-16 05:00:00,Saturday,0,0,0
2016-01-16 06:00:00,Saturday,3,0,3
2016-01-16 07:00:00,Saturday,0,0,0
2016-01-16 08:00:00,Saturday,3,1,2
2016-01-16 09:00:00,Saturday,5,0,5
2016-01-16 10:00:00,Saturday,2,0,2
2016-01-16 11:00:00,Saturday,4,3,1
2016-01-16 12:00:00,Saturday,6,3,3
2016-01-16 13:00:00,Saturday,14,4,10
2016-01-16 14:00:00,Saturday,15,6,9
2016-01-16 15:00:00,Saturday,13,5,8
2016-01-16 16:00:00,Saturday,12,8,4
2016-01-16 17:00:00,Saturday,14,11,3
2016-01-16 18:00:00,Saturday,14,8,6
2016-01-16 19:00:00,Saturday,14,9,5
2016-01-16 20:00:00,Saturday,10,10,0
2016-01-16 21:00:00,Saturday,12,4,8
2016-01-16 22:00:00,Saturday,15,12,3
2016-01-16 23:00:00,Saturday,11,10,1
2016-01-17 00:00:00,Sunday,7,4,3
2016-01-17 01:00:00,Sunday,4,4,0
2016-01-17 02:00:00,Sunday,8,8,0
2016-01-17 03:00:00,Sunday,0,0,0
2016-01-17 04:00:00,Sunday,0,0,0
2016-01-17 05:00:00,Sunday,0,0,0
2016-01-17 06:00:00,Sunday,0,0,0
2016-01-17 07:00:00,Sunday,2,1,1
2016-01-17 08:00:00,Sunday,6,3,3
2016-01-17 09:00:00,Sunday,10,2,8
2016-01-17 10:00:00,Sunday,15,2,13
2016-01-17 11:00:00,Sunday,8,5,3
2016-01-17 12:00:00,Sunday,19,7,12
2016-01-17 13:00:00,Sunday,17,5,12
2016-01-17 14:00:00,Sunday,19,11,8
2016-01-17 15:00:00,Sunday,12,9,3
2016-01-17 16:00:00,Sunday,26,18,8
2016-01-17 17:00:00,Sunday,13,9,4
2016-01-17 18:00:00,Sunday,17,14,3
2016-01-17 19:00:00,Sunday,9,6,3
2016-01-17 20:00:00,Sunday,6,4,2
2016-01-17 21:00:00,Sunday,2,2,0
2016-01-17 22:00:00,Sunday,7,5,2
2016-01-17 23:00:00,Sunday,2,2,0
2016-01-18 00:00:00,Monday,5,4,1
2016-01-18 01:00:00,Monday,0,0,0
2016-01-18 02:00:00,Monday,1,1,0
2016-01-18 03:00:00,Monday,1,1,0
2016-01-18 04:00:00,Monday,0,0,0
2016-01-18 05:00:00,Monday,1,1,0
2016-01-18 06:00:00,Monday,1,0,1
2016-01-18 07:00:00,Monday,4,1,3
2016-01-18 08:00:00,Monday,1,1,0
2016-01-18 09:00:00,Monday,6,1,5
2016-01-18 10:00:00,Monday,5,2,3
2016-01-18 11:00:00,Monday,8,2,6
2016-01-18 12:00:00,Monday,4,0,4
2016-01-18 13:00:00,Monday,3,0,3
2016-01-18 14:00:00,Monday,3,0,3
2016-01-18 15:00:00,Monday,6,3,3
2016-01-18 16:00:00,Monday,5,2,3
2016-01-18 17:00:00,Monday,10,5,5
2016-01-18 18:00:00,Monday,4,1,3
2016-01-18 19:00:00,Monday,10,5,5
2016-01-18 20:00:00,Monday,4,2,2
2016-01-18 21:00:00,Monday,0,0,0
2016-01-18 22:00:00,Monday,1,1,0
2016-01-18 23:00:00,Monday,1,1,0
2016-01-19 00:00:00,Tuesday,2,0,2
2016-01-19 01:00:00,Tuesday,0,0,0
2016-01-19 02:00:00,Tuesday,0,0,0
2016-01-19 03:00:00,Tuesday,0,0,0
2016-01-19 04:00:00,Tuesday,3,0,3
2016-01-19 05:00:00,Tuesday,2,0,2
2016-01-19 06:00:00,Tuesday,16,0,16
2016-01-19 07:00:00,Tuesday,38,2,36
2016-01-19 08:00:00,Tuesday,85,5,80
2016-01-19 09:00:00,Tuesday,71,4,67
2016-01-19 10:00:00,Tuesday,34,3,31
2016-01-19 11:00:00,Tuesday,15,2,13
2016-01-19 12:00:00,Tuesday,13,5,8
2016-01-19 13:00:00,Tuesday,5,3,2
2016-01-19 14:00:00,Tuesday,16,7,9
2016-01-19 15:00:00,Tuesday,15,11,4
2016-01-19 16:00:00,Tuesday,26,20,6
2016-01-19 17:00:00,Tuesday,53,45,8
2016-01-19 18:00:00,Tuesday,49,38,11
2016-01-19 19:00:00,Tuesday,30,24,6
2016-01-19 20:00:00,Tuesday,11,9,2
2016-01-19 21:00:00,Tuesday,7,6,1
2016-01-19 22:00:00,Tuesday,7,3,4
2016-01-19 23:00:00,Tuesday,0,0,0
2016-01-20 00:00:00,Wednesday,1,1,0
2016-01-20 01:00:00,Wednesday,0,0,0
2016-01-20 02:00:00,Wednesday,1,0,1
2016-01-20 03:00:00,Wednesday,1,0,1
2016-01-20 04:00:00,Wednesday,1,0,1
2016-01-20 05:00:00,Wednesday,2,1,1
2016-01-20 06:00:00,Wednesday,23,2,21
2016-01-20 07:00:00,Wednesday,44,1,43
2016-01-20 08:00:00,Wednesday,104,6,98
2016-01-20 09:00:00,Wednesday,102,11,91
2016-01-20 10:00:00,Wednesday,45,7,38
2016-01-20 11:00:00,Wednesday,21,6,15
2016-01-20 12:00:00,Wednesday,13,5,8
2016-01-20 13:00:00,Wednesday,20,4,16
2016-01-20 14:00:00,Wednesday,19,12,7
2016-01-20 15:00:00,Wednesday,16,11,5
2016-01-20 16:00:00,Wednesday,32,21,11
2016-01-20 17:00:00,Wednesday,76,62,14
2016-01-20 18:00:00,Wednesday,84,72,12
2016-01-20 19:00:00,Wednesday,34,28,6
2016-01-20 20:00:00,Wednesday,20,17,3
2016-01-20 21:00:00,Wednesday,15,14,1
2016-01-20 22:00:00,Wednesday,2,2,0
2016-01-20 23:00:00,Wednesday,3,2,1
2016-01-21 00:00:00,Thursday,1,1,0
2016-01-21 01:00:00,Thursday,1,1,0
2016-01-21 02:00:00,Thursday,1,0,1
2016-01-21 03:00:00,Thursday,1,0,1
2016-01-21 04:00:00,Thursday,0,0,0
2016-01-21 05:00:00,Thursday,3,0,3
2016-01-21 06:00:00,Thursday,14,1,13
2016-01-21 07:00:00,Thursday,54,8,46
2016-01-21 08:00:00,Thursday,109,8,101
2016-01-21 09:00:00,Thursday,86,10,76
2016-01-21 10:00:00,Thursday,48,8,40
2016-01-21 11:00:00,Thursday,14,5,9
2016-01-21 12:00:00,Thursday,15,6,9
2016-01-21 13:00:00,Thursday,25,11,14
2016-01-21 14:00:00,Thursday,16,8,8
2016-01-21 15:00:00,Thursday,21,14,7
2016-01-21 16:00:00,Thursday,37,30,7
2016-01-21 17:00:00,Thursday,89,75,14
2016-01-21 18:00:00,Thursday,81,72,9
2016-01-21 19:00:00,Thursday,49,43,6
2016-01-21 20:00:00,Thursday,26,20,6
2016-01-21 21:00:00,Thursday,11,11,0
2016-01-21 22:00:00,Thursday,10,8,2
2016-01-21 23:00:00,Thursday,4,3,1
2016-01-22 00:00:00,Friday,4,3,1
2016-01-22 01:00:00,Friday,1,0,1
2016-01-22 02:00:00,Friday,0,0,0
2016-01-22 03:00:00,Friday,0,0,0
2016-01-22 04:00:00,Friday,0,0,0
2016-01-22 05:00:00,Friday,3,0,3
2016-01-22 06:00:00,Friday,15,1,14
2016-01-22 07:00:00,Friday,40,6,34
2016-01-22 08:00:00,Friday,117,13,104
2016-01-22 09:00:00,Friday,95,8,87
2016-01-22 10:00:00,Friday,39,4,35
2016-01-22 11:00:00,Friday,24,8,16
2016-01-22 12:00:00,Friday,23,15,8
2016-01-22 13:00:00,Friday,15,7,8
2016-01-22 14:00:00,Friday,28,17,11
2016-01-22 15:00:00,Friday,16,9,7
2016-01-22 16:00:00,Friday,45,40,5
2016-01-22 17:00:00,Friday,99,80,19
2016-01-22 18:00:00,Friday,64,54,10
2016-01-22 19:00:00,Friday,55,44,11
2016-01-22 20:00:00,Friday,21,18,3
2016-01-22 21:00:00,Friday,11,11,0
2016-01-22 22:00:00,Friday,11,9,2
2016-01-22 23:00:00,Friday,5,4,1
2016-01-23 00:00:00,Saturday,3,0,3
2016-01-23 01:00:00,Saturday,2,2,0
2016-01-23 02:00:00,Saturday,3,2,1
2016-01-23 03:00:00,Saturday,0,0,0
2016-01-23 04:00:00,Saturday,0,0,0
2016-01-23 05:00:00,Saturday,0,0,0
2016-01-23 06:00:00,Saturday,2,1,1
2016-01-23 07:00:00,Saturday,3,2,1
2016-01-23 08:00:00,Saturday,7,3,4
2016-01-23 09:00:00,Saturday,5,1,4
2016-01-23 10:00:00,Saturday,4,4,0
2016-01-23 11:00:00,Saturday,6,1,5
2016-01-23 12:00:00,Saturday,10,6,4
2016-01-23 13:00:00,Saturday,17,5,12
2016-01-23 14:00:00,Saturday,11,4,7
2016-01-23 15:00:00,Saturday,9,7,2
2016-01-23 16:00:00,Saturday,4,3,1
2016-01-23 17:00:00,Saturday,5,4,1
2016-01-23 18:00:00,Saturday,9,8,1
2016-01-23 19:00:00,Saturday,17,17,0
2016-01-23 20:00:00,Saturday,10,8,2
2016-01-23 21:00:00,Saturday,7,7,0
2016-01-23 22:00:00,Saturday,8,8,0
2016-01-23 23:00:00,Saturday,4,4,0
2016-01-24 00:00:00,Sunday,8,8,0
2016-01-24 01:00:00,Sunday,1,1,0
2016-01-24 02:00:00,Sunday,1,1,0
2016-01-24 03:00:00,Sunday,1,0,1
2016-01-24 04:00:00,Sunday,0,0,0
2016-01-24 05:00:00,Sunday,2,1,1
2016-01-24 06:00:00,Sunday,3,3,0
2016-01-24 07:00:00,Sunday,1,1,0
2016-01-24 08:00:00,Sunday,5,5,0
2016-01-24 09:00:00,Sunday,13,9,4
2016-01-24 10:00:00,Sunday,1,1,0
2016-01-24 11:00:00,Sunday,2,1,1
2016-01-24 12:00:00,Sunday,5,3,2
2016-01-24 13:00:00,Sunday,7,3,4
2016-01-24 14:00:00,Sunday,8,4,4
2016-01-24 15:00:00,Sunday,7,2,5
2016-01-24 16:00:00,Sunday,9,5,4
2016-01-24 17:00:00,Sunday,10,8,2
2016-01-24 18:00:00,Sunday,6,3,3
2016-01-24 19:00:00,Sunday,7,6,1
2016-01-24 20:00:00,Sunday,8,5,3
2016-01-24 21:00:00,Sunday,8,8,0
2016-01-24 22:00:00,Sunday,5,3,2
2016-01-24 23:00:00,Sunday,2,1,1
2016-01-25 00:00:00,Monday,2,1,1
2016-01-25 01:00:00,Monday,0,0,0
2016-01-25 02:00:00,Monday,1,1,0
2016-01-25 03:00:00,Monday,1,0,1
2016-01-25 04:00:00,Monday,0,0,0
2016-01-25 05:00:00,Monday,3,0,3
2016-01-25 06:00:00,Monday,8,2,6
2016-01-25 07:00:00,Monday,33,2,31
2016-01-25 08:00:00,Monday,127,9,118
2016-01-25 09:00:00,Monday,99,9,90
2016-01-25 10:00:00,Monday,29,4,25
2016-01-25 11:00:00,Monday,18,3,15
2016-01-25 12:00:00,Monday,11,5,6
2016-01-25 13:00:00,Monday,20,6,14
2016-01-25 14:00:00,Monday,14,7,7
2016-01-25 15:00:00,Monday,20,11,9
2016-01-25 16:00:00,Monday,38,29,9
2016-01-25 17:00:00,Monday,88,75,13
2016-01-25 18:00:00,Monday,77,65,12
2016-01-25 19:00:00,Monday,44,40,4
2016-01-25 20:00:00,Monday,25,22,3
